animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_Variety,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
313770,S120620-07,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,民生路88號,,OPEN,本案犬隻有攻擊性行為認養前請評估，本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2023-06-26,2999-12-31,,2023-06-20,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1687315308548.png,,,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
313750,LAAAG1120525C1,17,75,高雄市壽山動物保護教育園區,貓,混種貓                 ,F,SMALL,虎斑色,CHILD,F,F,福海街,,OPEN,,,2023-06-20,2999-12-31,2023-06-20,2023-06-01,高雄市壽山動物保護教育園區,https://www.pet.gov.tw/upload/pic/1687233477003.png,,2023-06-20,高雄市鼓山區萬壽路350號,(07)5519059
313749,LAAAG1120614C1-5,17,75,高雄市壽山動物保護教育園區,貓,混種貓                 ,F,MEDIUM,虎斑色,ADULT,F,F,高坪六街,,OPEN,,,2023-06-20,2999-12-31,2023-06-20,2023-06-14,高雄市壽山動物保護教育園區,https://www.pet.gov.tw/upload/pic/1687233367836.png,,2023-06-20,高雄市鼓山區萬壽路350號,(07)5519059
313507,1120615D06,22,82,金門縣動物收容中心,狗,混種犬          ,F,SMALL,黃色,CHILD,F,F,,,OPEN,,,2023-07-15,2999-12-31,2023-06-19,2023-06-15,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1687153688549.png,,2023-06-19,金門縣金湖鎮裕民農莊20號,(082)336625
313505,1120615D05,22,82,金門縣動物收容中心,狗,混種犬          ,F,SMALL,黃色,CHILD,F,F,,,OPEN,,,2023-07-15,2999-12-31,2023-06-19,2023-06-15,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1687153587183.png,,2023-06-19,金門縣金湖鎮裕民農莊20號,(082)336625
313501,1120615D02,22,82,金門縣動物收容中心,狗,混種犬          ,M,SMALL,黃色,CHILD,F,F,,,OPEN,,,2023-07-15,2999-12-31,2023-06-19,2023-06-15,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1687153161288.png,,2023-06-19,金門縣金湖鎮裕民農莊20號,(082)336625
313451,1120614D05,22,82,金門縣動物收容中心,狗,混種犬          ,F,SMALL,黑色,CHILD,F,F,,,OPEN,,,2023-08-14,2999-12-31,2023-06-19,2023-06-14,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1687142931712.png,,2023-06-19,金門縣金湖鎮裕民農莊20號,(082)336625
313437,1120613D02,22,82,金門縣動物收容中心,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,,,OPEN,,,2023-06-13,2999-12-31,2023-06-19,2023-06-13,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1687142109341.png,,2023-06-19,金門縣金湖鎮裕民農莊20號,(082)336625
313434,1120613D01,22,82,金門縣動物收容中心,狗,混種犬          ,F,MEDIUM,黑色,ADULT,F,F,,,OPEN,,,2023-06-20,2999-12-31,2023-06-19,2023-06-13,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1687141903815.png,,2023-06-19,金門縣金湖鎮裕民農莊20號,(082)336625
312302,DAAAG1120612004,7,63,新竹縣動物保護防疫所,狗,混種犬          ,F,MEDIUM,黑色,ADULT,F,F,,,OPEN,系統誤植，本收容編號無動物，待系統更新中,,2023-06-12,2999-12-31,2023-06-15,2023-06-12,新竹縣動物保護防疫所,,,2023-06-15,新竹縣竹北市縣政五街192號,(03)5519548
312727,PAAAG1120612035,21,83,澎湖縣流浪動物收容中心,狗,混種犬          ,M,SMALL,黑色,CHILD,F,F,,,OPEN,,,2023-06-19,2999-12-31,2023-06-14,2023-06-12,澎湖縣流浪動物收容中心,https://www.pet.gov.tw/upload/pic/1686715439045.png,,2023-06-14,澎湖縣馬公市烏崁里260、261號,(06)9213559
312448,DAAAG1120612015,7,63,新竹縣動物保護防疫所,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,,,OPEN,左前肢截肢,,2023-06-12,2999-12-31,2023-06-12,2023-06-02,新竹縣動物保護防疫所,https://www.pet.gov.tw/upload/pic/1686566174043.png,,2023-06-12,新竹縣竹北市縣政五街192號,(03)5519548
312444,DAAAG1120612013,7,63,新竹縣動物保護防疫所,貓,混種貓                 ,F,SMALL,,CHILD,F,F,,,OPEN,,,2023-06-12,2999-12-31,2023-06-12,2023-06-12,新竹縣動物保護防疫所,https://www.pet.gov.tw/upload/pic/1686560957058.png,,2023-06-12,新竹縣竹北市縣政五街192號,(03)5519548
311760,AAADG2023060704,3,50,新北市板橋區公立動物之家,貓,混種貓                 ,M,SMALL,虎斑色,CHILD,T,F,環漢路,,OPEN,,,2023-06-07,2999-12-31,2023-06-12,2023-06-07,新北市板橋區公立動物之家,https://www.pet.gov.tw/upload/pic/1686120020645.png,,2023-06-12,新北市板橋區板城路28-1號,(02)89662158
311756,AAADG2023060703,3,50,新北市板橋區公立動物之家,貓,混種貓                 ,M,SMALL,虎斑色,CHILD,T,F,環漢路,,OPEN,,,2023-06-07,2999-12-31,2023-06-12,2023-06-07,新北市板橋區公立動物之家,https://www.pet.gov.tw/upload/pic/1686119909919.png,,2023-06-12,新北市板橋區板城路28-1號,(02)89662158
312295,DAAAG1120612001,7,63,新竹縣動物保護防疫所,貓,混種貓                 ,F,SMALL,,ADULT,F,F,,,OPEN,,,2023-06-12,2999-12-31,2023-06-12,2023-06-08,新竹縣動物保護防疫所,https://www.pet.gov.tw/upload/pic/1686528264809.png,,2023-06-12,新竹縣竹北市縣政五街192號,(03)5519548
311747,EAAAG1120607013,9,96,苗栗縣生態保育教育中心(動物收容所),狗,混種犬          ,M,BIG,黑色,ADULT,T,F,頭份珊湖,,OPEN,,,2023-06-12,2999-12-31,2023-06-12,2023-06-05,苗栗縣生態保育教育中心(動物收容所),https://www.pet.gov.tw/upload/pic/1686119449573.png,,2023-06-12,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https:／／goo.gl/maps/Bd4sckpEPsrof7Qb8),(037)558228
28815,CAAAG1061019026,6,61,桃園市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,F,F,永興里３鄰,,OPEN,,,2017-11-01,2999-12-31,2023-06-10,2017-10-19,桃園市動物保護教育園區,https://www.pet.gov.tw/upload/pic/96e558a5-c811-4eb4-9422-7c663fae5440.JPG,,2023-06-10,桃園市新屋區永興里3鄰藻礁路1668號,(03)4861760
311910,S120608-04,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黑黃色,ADULT,F,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2023-06-14,2999-12-31,,2023-06-08,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1686270875263.png,,,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
311867,S120607-09,16,74,臺南市動物之家善化站,狗,混種犬          ,F,MEDIUM,黑黃色,ADULT,F,F,,,OPEN,本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2023-06-07,2999-12-31,,2023-06-07,臺南市動物之家善化站,,,,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
308413,112051610,2,49,臺北市動物之家,貓,混種貓                 ,F,SMALL,黑色,CHILD,F,F,湖田里竹子湖路,,OPEN,母帶子,,2023-06-06,2999-12-31,2023-06-06,2023-05-16,臺北市動物之家,https://www.pet.gov.tw/upload/pic/1684219754740.png,,2023-06-06,臺北市內湖區安美街191號,(02)87913254
310017,AAACG1120526002,3,51,新北市新店區公立動物之家,狗,混種犬          ,F,MEDIUM,黃色,ADULT,F,F,新店長興路55號,,OPEN,應生小狗不久.被棄養,,2023-05-26,2999-12-31,2023-06-02,2023-05-24,新北市新店區公立動物之家,https://www.pet.gov.tw/upload/pic/1685084283621.png,,2023-06-02,新北市新店區安泰路235號,(02)22159462
251919,RAAAG1110422012,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,CHILD,T,F,中華路六段,,OPEN,所內籠位：C17,,2022-04-22,2999-12-31,2023-05-29,2022-04-22,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/710d07d1-cf6a-4a63-af7c-18700c02e23e.jpg,,2023-05-29,新竹市南寮里海濱路250號,(03)5368329
310009,S120526-07,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,F,F,渡拔里拔林陸橋,,OPEN,本案犬隻有追車咬人行為認養前請評估，本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,2023-06-01,2999-12-31,,2023-05-26,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1685091608677.png,,,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
310029,1120524D02,22,82,金門縣動物收容中心,狗,混種犬          ,F,MEDIUM,米色,ADULT,F,F,,,OPEN,,,2023-05-31,2999-12-31,2023-05-26,2023-05-24,金門縣動物收容中心,https://www.pet.gov.tw/upload/pic/1685085363110.png,,2023-05-26,金門縣金湖鎮裕民農莊20號,(082)336625
308784,EAAAG1120518006,9,96,苗栗縣生態保育教育中心(動物收容所),狗,混種犬          ,M,BIG,黑色,ADULT,T,F,苑裡客庄,,OPEN,,,2023-05-26,2999-12-31,2023-05-26,2023-05-17,苗栗縣生態保育教育中心(動物收容所),https://www.pet.gov.tw/upload/pic/1684394680028.png,,2023-05-26,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https://goo.gl/maps/Bd4sckpEPsrof7Qb8),(037)558228
308777,EAAAG1120518003,9,96,苗栗縣生態保育教育中心(動物收容所),狗,混種犬          ,M,BIG,黑色,ADULT,T,F,南庄蓬萊,,OPEN,雙晶片900138001254677,,2023-05-25,2999-12-31,2023-05-26,2023-05-17,苗栗縣生態保育教育中心(動物收容所),https://www.pet.gov.tw/upload/pic/1684393223201.png,,2023-05-26,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https://goo.gl/maps/Bd4sckpEPsrof7Qb8),(037)558228
308782,EAAAG1120518005,9,96,苗栗縣生態保育教育中心(動物收容所),狗,混種犬          ,M,BIG,黑色,ADULT,T,F,苗市勝利,,OPEN,,,2023-05-26,2999-12-31,2023-05-26,2023-05-17,苗栗縣生態保育教育中心(動物收容所),https://www.pet.gov.tw/upload/pic/1684394130501.png,,2023-05-26,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https://goo.gl/maps/Bd4sckpEPsrof7Qb8),(037)558228
309717,S120524-05,16,74,臺南市動物之家善化站,狗,混種犬          ,M,MEDIUM,黑色,ADULT,F,F,大埤寮79之10號,,OPEN,品種犬隻待飼主領回，另行開放認養。本站動物皆採現場互動面談後評估能否認養，不接受電話或系統上預約。,,,2999-12-31,,2023-05-24,臺南市動物之家善化站,https://www.pet.gov.tw/upload/pic/1685004861698.png,,,臺南市善化區昌隆里東勢寮1~19號,(06)5832399
54908,RAAAG1070703004,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,SMALL,黑黃色,ADULT,T,F,忠孝路(台肥),,OPEN,所內籠位:C26,,2018-07-03,2999-12-31,2023-05-23,2018-07-03,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/05c7848f-a8f6-4136-85a5-f733fe55ce2e.jpg,,2023-05-23,新竹市南寮里海濱路250號,(03)5368329
122509,RAAAG1081003001,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,富美路,,OPEN,,,2019-10-03,2999-12-31,2023-05-23,2019-10-03,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/b8d6b55c-527e-4fc9-aaa0-56db1648d68f.JPG,,2023-05-23,新竹市南寮里海濱路250號,(03)5368329
309493,EAAAG1120523012,9,96,苗栗縣生態保育教育中心(動物收容所),狗,混種犬          ,F,BIG,黑色,ADULT,T,F,苑裡客庄,,OPEN,,,2023-05-23,2999-12-31,2023-05-23,2023-05-20,苗栗縣生態保育教育中心(動物收容所),https://www.pet.gov.tw/upload/pic/1684827051056.png,,2023-05-23,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https://goo.gl/maps/Bd4sckpEPsrof7Qb8),(037)558228
129072,RAAAG1081112003,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,ADULT,T,F,中華路六段,,OPEN,所內籠位：B12,,2019-11-11,2999-12-31,2023-05-22,2019-11-11,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/0fe25a57-b482-42ac-b051-61217fc17416.jpg,,2023-05-22,新竹市南寮里海濱路250號,(03)5368329
307968,112-H071D,13,89,雲林縣流浪動物收容所,狗,混種犬          ,M,BIG,黑色,ADULT,T,F,虎尾鎮平和橋,,OPEN,,,2023-05-12,2999-12-31,2023-05-19,2023-05-12,雲林縣流浪動物收容所,https://www.pet.gov.tw/upload/pic/1683885279254.png,,2023-05-19,雲林縣斗六市雲林路二段517號,(05)5523300
108537,RAAAG1080715002,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,ADULT,T,F,東香路二段靠景觀大道,,OPEN,,,2019-07-15,2999-12-31,2023-05-18,2019-07-15,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/3d268fe9-e333-42b4-8692-02c71d6ea140.jpg,,2023-05-18,新竹市南寮里海濱路250號,(03)5368329
166061,RAAAG1090629001,8,62,新竹市動物保護教育園區,狗,混種犬          ,N,MEDIUM,黑色,ADULT,T,F,天府路二段,,OPEN,,,2020-07-06,2999-12-31,2023-05-18,2020-06-24,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/98ede4fb-fb61-4399-99f6-bc94c1dc968c.JPG,,2023-05-18,新竹市南寮里海濱路250號,(03)5368329
193233,RAAAG1100125002,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,海山漁港,,OPEN,,,2021-01-25,2999-12-31,2023-05-18,2021-01-25,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/6a4c7027-ce13-4a62-85a8-bddeaa92b264.JPG,,2023-05-18,新竹市南寮里海濱路250號,(03)5368329
153906,RAAAG1090416001,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,虎斑色,ADULT,T,F,景觀大道,,OPEN,,,2020-06-10,2999-12-31,2023-05-18,2020-04-15,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/64fd6702-7a61-4949-8007-4b1f8af2267a.JPG,,2023-05-18,新竹市南寮里海濱路250號,(03)5368329
29262,RAAAG1050803001,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,SMALL,黑色,ADULT,T,F,樹下街,,OPEN,所內籠位：C21,,2016-08-03,2999-12-31,2023-05-18,2016-08-03,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/8022510b-19f7-4d77-83c7-d84c1a565e2a.jpg,,2023-05-18,新竹市南寮里海濱路250號,(03)5368329
152860,RAAAG1090409002,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,SMALL,黃色,ADULT,T,F,經國路一段,,OPEN,,,2020-04-15,2999-12-31,2023-05-18,2020-04-09,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/a249ea0f-da71-4d24-84c3-13dd2666fac9.JPG,,2023-05-18,新竹市南寮里海濱路250號,(03)5368329
179716,RAAAG1091012003,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,黃色,ADULT,T,F,南大路,,OPEN,所內籠位：C24,,2020-10-20,2999-12-31,2023-05-17,2020-10-12,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/966ea2f4-797b-49e0-82fc-f015e6550f8a.JPG,,2023-05-17,新竹市南寮里海濱路250號,(03)5368329
48822,HAAAG1070514503,12,70,南投縣公立動物收容所,狗,混種犬          ,F,SMALL,棕灰色,CHILD,T,F,南投縣南投市,,OPEN,,,2018-05-21,2999-12-31,2020-03-06,2018-05-14,南投縣公立動物收容所,https://www.pet.gov.tw/upload/pic/1cc08c36-bf78-4763-9381-d5d67497509c.JPG,,2020-03-06,南投縣南投市嶺興路36-1號,(049)2225440
179315,RAAAG1091007002,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,BIG,棕色,ADULT,T,F,綠手指公園,,OPEN,所內籠位：B19,,2020-10-15,2999-12-31,2023-05-17,2020-10-07,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/ef70b9d1-f401-44be-b1b1-266e0c83cef9.jpg,,2023-05-17,新竹市南寮里海濱路250號,(03)5368329
138581,RAAAG1090107001,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,仲生路,,OPEN,所內籠位：B2,,2020-01-06,2999-12-31,2023-05-17,2020-01-06,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/f8a99c17-9e0a-43c2-8c10-a2feeb41fdd9.JPG,,2023-05-17,新竹市南寮里海濱路250號,(03)5368329
129450,RAAAG1081114011,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,南港,,OPEN,所內籠位：C4,,2019-11-13,2999-12-31,2023-05-17,2019-11-13,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/2446f49e-0566-428c-a7d2-6fdfdfbd99e9.JPG,,2023-05-17,新竹市南寮里海濱路250號,(03)5368329
129184,RAAAG1081112010,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,湳雅街,,OPEN,所內籠位：B4,,2019-11-12,2999-12-31,2023-05-17,2019-11-12,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/e1948f15-0a04-4085-82bb-8f93a713330a.JPG,,2023-05-17,新竹市南寮里海濱路250號,(03)5368329
100669,RAAAG1080527002,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,海濱路,,OPEN,所內籠位：C26,,2019-06-13,2999-12-31,2023-05-17,2019-05-27,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/51f5260c-4807-44d7-9416-ee5fc6e9c8aa.jpg,,2023-05-17,新竹市南寮里海濱路250號,(03)5368329
127467,RAAAG1081101001,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,仰德路,,OPEN,所內籠位：B9,,2019-10-31,2999-12-31,2023-05-16,2019-10-31,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/72388fb2-988c-4ab8-9ee6-21e02b131e5d.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
127248,RAAAG1081030006,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,虎林街,,OPEN,所內籠位：C12,,2019-10-30,2999-12-31,2023-05-16,2019-10-30,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/4d836665-4606-46e8-bbdc-9e3af40f2a05.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
127063,RAAAG1081030002,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,仰德路,,OPEN,所內籠位：C17,,2019-10-29,2999-12-31,2023-05-16,2019-10-29,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1b53ca6a-211c-4538-82c7-0c52fdcb0d6b.JPG,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
127059,RAAAG1081030001,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,仰德路,,OPEN,所內籠位：B9,,2019-10-29,2999-12-31,2023-05-16,2019-10-29,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/3425c932-436c-4e90-be13-fea53b089ff8.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
120030,RAAAG1080918001,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,虎斑色,ADULT,T,F,新香街,,OPEN,所內籠位：B11,,2019-09-17,2999-12-31,2023-05-16,2019-09-17,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/99be180d-e343-4b1e-b0f6-f478d02f7d37.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
115990,RAAAG1080827002,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,棕黑色,ADULT,T,F,經國路一段,,OPEN,所內籠位：B12,,2019-09-04,2999-12-31,2023-05-16,2019-08-27,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/cea40d9f-6a3d-477e-85ed-c058b800a836.JPG,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
113487,RAAAG1080815004,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黑色,ADULT,T,F,海濱路,,OPEN,所內籠位：C13,,2019-08-15,2999-12-31,2023-05-16,2019-08-15,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/1cbd0c6c-97de-4861-91f0-1abeed2f2665.JPG,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
113369,RAAAG1080814004,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,BIG,黑黃色,ADULT,T,F,公道五路四段,,OPEN,所內籠位：B17,,2019-08-22,2999-12-31,2023-05-16,2019-08-14,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/42ccc9ab-3ae7-4ab5-9128-870703d66805.JPG,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
111406,RAAAG1080730002,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,南隘路,,OPEN,所內籠位：C12,,2019-07-30,2999-12-31,2023-05-16,2019-07-30,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/a8423a16-e9e2-4545-ae49-f851c4f23a7c.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
103293,RAAAG1080614009,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,SMALL,黑色,ADULT,T,F,舊港路,,OPEN,所內籠位：C14,,2019-06-14,2999-12-31,2023-05-16,2019-06-14,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/7ecb1f5c-f312-4678-976a-5fd28be13efb.JPG,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
103154,RAAAG1080614006,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,SMALL,黑色,ADULT,T,F,舊社大橋,,OPEN,所內籠位：C2,,2019-06-13,2999-12-31,2023-05-16,2019-06-14,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/7177c028-77df-4f4a-982a-8a89fad403a2.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
103143,RAAAG1080614002,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑色,ADULT,T,F,舊社大橋,,OPEN,所內籠位：C17,,2019-06-13,2999-12-31,2023-05-16,2019-06-14,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/13cc5560-57b3-4dea-95a1-312de5510621.JPG,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
49044,RAAAG1070516001,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑棕色,ADULT,T,F,清大南大校區,,OPEN,所內籠位：C5,,2018-05-16,2999-12-31,2023-05-16,2018-05-15,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/0e5b77c1-41c3-4a0d-918e-fbbbbbb6d371.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
29285,RAAAG1060502001,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,SMALL,黑色,ADULT,T,F,竹香南路,,OPEN,所內籠位：B2,,2017-05-02,2999-12-31,2023-05-16,2017-05-02,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/305e414f-5952-4747-a038-985806c620a6.JPG,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
29278,RAAAG1051124001,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,虎斑白色,ADULT,T,F,延平路二段,,OPEN,所內籠位：C22,,2016-11-24,2999-12-31,2023-05-16,2016-11-24,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/8577e08e-0ca7-43b4-9b50-2413146841de.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
29277,RAAAG1051122004,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,延平路二段,,OPEN,所內籠位：C16,,2016-11-22,2999-12-31,2023-05-16,2016-11-22,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/923c166a-cae9-40c3-951a-ec6ce51b9019.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
308300,EAAAG1120511004,9,96,苗栗縣生態保育教育中心(動物收容所),狗,混種犬          ,M,BIG,黑色,ADULT,T,F,竹南崎頂,,OPEN,,,2023-05-13,2999-12-31,2023-05-16,2023-05-11,苗栗縣生態保育教育中心(動物收容所),https://www.pet.gov.tw/upload/pic/1684204345815.png,,2023-05-16,苗栗縣銅鑼鄉朝陽村6鄰朝北55-1號(地圖：https://goo.gl/maps/Bd4sckpEPsrof7Qb8),(037)558228
29274,RAAAG1051122001,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,黃色,ADULT,T,F,延平路二段,,OPEN,所內籠位：C18,,2016-11-22,2999-12-31,2023-05-16,2016-11-22,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/597b2273-34a5-4e53-87e5-d6559aff02df.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
29263,RAAAG1050809001,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,SMALL,黑色,ADULT,T,F,樹下街,,OPEN,所內籠位：C22,,2016-08-09,2999-12-31,2023-05-16,2016-08-09,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/7387ffc0-c6f4-456c-a604-0679d4ea2699.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
29257,RAAAG1050531001,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,MEDIUM,白色,ADULT,T,F,東香路一段,,OPEN,所內籠位：C21,,2016-05-31,2999-12-31,2023-05-16,2016-05-31,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/32773bea-c1d9-432d-ace7-2710bd7c4fd6.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
29256,RAAAG1050525001,8,62,新竹市動物保護教育園區,狗,混種犬          ,F,SMALL,虎斑色,ADULT,T,F,延平路一段,,OPEN,所內籠位：C16,,2016-05-25,2999-12-31,2023-05-16,2016-05-25,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/980a6a6c-93c2-48b0-b3d5-58c52ad9887d.JPG,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
29239,RAAAG1050119001,8,62,新竹市動物保護教育園區,狗,混種犬          ,M,MEDIUM,黑黃色,ADULT,T,F,海濱路,,OPEN,所內籠位：B16,,2016-01-19,2999-12-31,2023-05-16,2016-01-19,新竹市動物保護教育園區,https://www.pet.gov.tw/upload/pic/d2a5fe7e-436a-420a-9d6b-abad26c3e681.jpg,,2023-05-16,新竹市南寮里海濱路250號,(03)5368329
